,consumer_model
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,0.279770164
2405,0
2406,0
2407,1.332243391
2408,0
2409,1.439323231
2410,0
2411,0
2412,
2413,0
2414,1.586413917
2415,0
2416,8.309612217
2417,2.317533605
2418,0.50128957
2419,inf
2420,0
2421,0
2422,0
2423,0
2424,0.141832963
2425,0
2426,0
2427,9.760027955
2428,0.249327716
2429,0
2430,0
2431,0
2432,0
2433,0
2434,0
2435,0
2436,
2437,0.371045757
2438,0.200651368
2439,
2440,0
2441,0.642191808
2442,0
2443,0
2444,1.486721991
2445,4.383549716
2446,0
2447,
2448,0
2449,0
2450,0
2451,0.052916362
2452,0.233509807
2453,0
2454,
2455,1.515361625
2456,0
2457,0
2458,0.333852778
2459,0
2460,11.87579875
2461,0
2462,
2463,0
2464,3.770421721
2465,0
2466,0
2467,
2468,0
2469,
2470,1.207484236
2471,1.481784097
2472,0
2473,0
2474,7.254170546
2475,0
2476,1.043731895
2477,0
2478,0
2479,0
2480,7.408823061
2481,0
2482,0
2483,1.37227522
2484,0.396733833
2485,6.369447252
2486,0
2487,0.715816926
2488,
2489,0
2490,8.542021999
2491,7.134162643
2492,0.27722618
2493,
2494,0
2495,0
2496,0
2497,0
2498,0.769788237
2499,0
2500,1.625779208
2501,0.104562388
2502,0
2503,0
2504,0
2505,0
2506,0.328999675
2507,0
2508,0
2509,0.075106927
2510,0
2511,0
2512,0
2513,0
2514,
2515,0
2516,0
2517,0.136525079
2518,0.851259622
2519,inf
2520,2.805643598
2521,0.343729761
2522,0
2523,0
2524,0
2525,0
2526,2.296685484
2527,0
2528,0
2529,0
2530,0
2531,inf
2532,0.53649227
2533,0
2534,0
2535,0
2536,0
2537,
2538,3.764490768
2539,0
2540,0
2541,0
2542,2.161222688
2543,0
2544,0
2545,0.235356381
2546,18.65223564
2547,0
2548,0
2549,
2550,0
2551,inf
2552,1.058049787
2553,0
2554,3.439793311
2555,0.933854232
2556,0
2557,0
2558,0.259522785
2559,0
2560,2.457578235
2561,0
2562,0.792700039
2563,0
2564,0
2565,
2566,0
2567,0
2568,0
2569,0
2570,0
2571,0
2572,0
2573,0.167673381
2574,0
2575,0
2576,0
2577,0
2578,0
2579,2.57427381
2580,0
2581,3.47803257
2582,2.247989646
2583,0.483005418
2584,0.498653859
2585,1.789485191
2586,0.724069454
2587,0
2588,0
2589,2.718322825
2590,5.874251653
2591,0.448465235
2592,3.440199933
2593,0
2594,0
2595,0
2596,
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,inf
2604,0
2605,0.705137177
2606,2.531564241
2607,
2608,
2609,0
2610,0
2611,0
2612,0
2613,0
2614,5.407605246
2615,0
2616,0
2617,0
2618,0
2619,0.288740921
2620,0
2621,0
2622,0.148567603
2623,14.07234693
2624,0
2625,52.63704917
2626,0.946011275
2627,0.54597091
2628,0
2629,0
2630,inf
2631,2.665443398
2632,3.017782445
2633,0
2634,0
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0.153315106
2643,0.748377183
2644,0
2645,0.298404576
2646,0
2647,0
2648,0
2649,0
2650,5.564692309
2651,0
2652,0.235967031
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0.527338655
2660,0
2661,3.243723689
2662,26.67919815
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0.162552574
2669,
2670,1.124775923
2671,3.110991934
2672,0.818006069
2673,0
2674,1.400180325
2675,0
2676,0
2677,inf
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0.234223223
2684,0
2685,1.119729918
2686,0
2687,0
2688,0
2689,2.36528493
2690,0
2691,
2692,0
2693,0
2694,inf
2695,inf
2696,0
2697,1.793531892
2698,0
2699,0
2700,0
2701,0.67654789
2702,0
2703,
2704,1.144876434
2705,inf
2706,inf
2707,
2708,
2709,0.060824996
2710,0.851770933
2711,4.687611255
2712,0
2713,0
2714,0
2715,0.401885413
2716,0
2717,
2718,3.898659289
2719,0
2720,0
2721,0
2722,0
2723,2.450096248
2724,0
2725,2.709791254
2726,0
2727,0
2728,0.31731131
2729,2.975262316
2730,0
2731,0
2732,0
2733,0
2734,0.187451829
2735,0
2736,inf
2737,0.289317517
2738,0
2739,0
2740,0.461745722
2741,0.46951137
2742,0.665377858
2743,0
2744,4.756040018
2745,3.992810171
2746,1.525599636
2747,1.674791045
2748,0.509971461
2749,2.105761596
2750,0
2751,0
2752,
2753,2.448631033
2754,13.31913407
2755,0
2756,0.296489193
2757,
2758,0
2759,0
2760,0
2761,39.86675599
2762,
2763,1.610303927
2764,0
2765,0
2766,0
2767,0
2768,0.530857495
2769,0
2770,0.356116973
2771,0
2772,0
2773,0.827667623
2774,0
2775,0
2776,0
2777,2.896649446
2778,0
2779,0.377348885
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,2.564693163
2794,0
2795,0.266284737
2796,0.35229139
2797,0.181007958
2798,
2799,0
2800,1.178773244
2801,inf
2802,0
2803,
2804,0
2805,0.530172164
2806,2.234701238
2807,0
2808,0
2809,0
2810,2.637349078
2811,inf
2812,1.705589654
2813,0.928540129
2814,0
2815,0
2816,1.951369138
2817,0
2818,6.034845721
2819,0.343775417
2820,0
2821,0.187193676
2822,0
2823,0.829230198
2824,0
2825,0
2826,inf
2827,2.684700781
2828,0
2829,1.39960979
2830,0.229468176
2831,0
2832,0
2833,inf
2834,
2835,0.937051032
2836,0
2837,0.143518485
2838,0.230140891
2839,0
2840,0
2841,0
2842,0
2843,10.1516808
2844,0
2845,0.217577718
2846,0
2847,
2848,0.357819049
2849,0
2850,0
2851,0
2852,0.648705809
2853,0
2854,6.515829266
2855,0
2856,0.205927521
2857,0
2858,0
2859,1.121601833
2860,0
2861,0.1084434
2862,0.29307991
2863,0
2864,0.382637933
2865,0
2866,0
2867,1.171324933
2868,2.165922323
2869,0
2870,0
2871,0
2872,0
2873,inf
2874,0
2875,0.560081716
2876,0
2877,5.603758308
2878,0.171056637
2879,0
2880,0
2881,0
2882,0
2883,0
2884,
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,0.750562243
2892,0
2893,2.934165405
2894,0
2895,0.726835258
2896,0
2897,6.29600619
2898,0
2899,
2900,1.552451985
2901,2.332363575
2902,
2903,0.379379111
2904,
2905,0
2906,0
2907,0
2908,0
2909,0
2910,3.484671861
2911,0
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0.745759362
2922,0
2923,
2924,0
2925,0
2926,0
2927,0.132008339
2928,0
2929,0.649245583
2930,0
2931,2.564470981
2932,0.040851467
2933,0
2934,0
2935,0
2936,0.407641127
2937,0
2938,0.54518059
2939,0
2940,
2941,3.150739413
2942,0
2943,
2944,0
2945,0
2946,0
2947,0.7355954
2948,2.630014717
2949,0
2950,0
2951,0
2952,inf
2953,2.540080488
2954,0.365142249
2955,0
2956,1.40514223
2957,3.039490541
2958,0
2959,0.451076242
2960,
2961,0
2962,0
2963,0
2964,1.923366678
2965,0
2966,0
2967,0
2968,
2969,0
2970,0.331465666
2971,0
2972,2.245939527
2973,
2974,0
2975,0
2976,
2977,0
2978,
2979,0
2980,0
2981,0
2982,0.789354586
2983,0
2984,0.906162373
2985,0
2986,0
2987,3.59780034
2988,0
2989,0.244502768
2990,0
2991,0
2992,0
2993,0
2994,8.755561122
2995,0
2996,0
2997,0.229321699
2998,0
2999,0.033040101
3000,0.753065283
3001,0.123016434
3002,0
3003,2.996948279
3004,0
3005,inf
3006,0
3007,0
3008,0
3009,0
3010,0
3011,0
3012,0
3013,0
3014,1.40711921
3015,0
3016,0.781317602
3017,
3018,0.449077855
3019,
3020,0
3021,0
3022,0
3023,0.102424036
3024,0
3025,0
3026,0
3027,0
3028,0
3029,0
3030,0
3031,10.80145279
3032,0
3033,2.830286631
3034,1.338830029
3035,0
3036,0.694491228
3037,0
3038,0.921711503
3039,0
3040,0
3041,3.325075828
3042,0
3043,
3044,
3045,0
3046,0
3047,0
3048,0
3049,0.874159699
3050,0
3051,
3052,0
3053,1.377268044
3054,
3055,0
3056,103.0583177
3057,0
3058,1.092527324
3059,1.663283905
3060,0
3061,0
3062,0
3063,0
3064,inf
3065,0
3066,0.573922579
3067,0.659438681
3068,0.339066508
3069,0
3070,
3071,0
3072,0.084800964
3073,0
3074,0
3075,3.775735247
3076,6.514642767
3077,0.330701156
3078,inf
3079,0.074059392
3080,0
3081,
3082,0
3083,0
3084,0.606873379
3085,0.506382079
3086,0.299529284
3087,0
3088,0
3089,0
3090,0.408371911
3091,0
3092,0
3093,1.467700036
3094,0
3095,0
3096,
3097,0
3098,0
3099,0
3100,0
3101,0
3102,0
3103,4.095503188
3104,0
3105,0
3106,1.961997095
3107,0
3108,0
3109,0
3110,inf
3111,0
3112,0.142796122
3113,
3114,
3115,0.488701219
3116,0
3117,0.158650875
3118,0
3119,
3120,0
3121,0
3122,0
3123,0
3124,0
3125,0
3126,0
3127,0
3128,0
3129,3.855339824
3130,inf
3131,0.826069923
3132,0.180843682
3133,0.503195071
3134,inf
3135,0
3136,1.86432763
3137,0.215736643
3138,0
3139,20.1410274
3140,0
3141,0
3142,0
3143,0.493899229
3144,inf
3145,0.456208677
3146,0.99884806
3147,0
3148,0
3149,1.696172535
3150,
3151,
3152,1.962276214
3153,0
3154,
3155,0.197189382
3156,inf
3157,1.337405859
3158,0
3159,0
3160,0
3161,
3162,
3163,0
3164,0
3165,0
3166,0
3167,0
3168,0.606664747
3169,0
3170,0.319041212
3171,0
3172,0
3173,0.110512701
3174,0
3175,0
3176,0
3177,0
3178,0.361729146
3179,7.005147546
3180,0
3181,0.228579811
3182,0
3183,0.520137706
3184,0
3185,0
3186,0
3187,0
3188,0.039227901
3189,0
3190,0
3191,0
3192,0
3193,0
3194,0
3195,0
3196,1.365641808
3197,0
3198,0
3199,0
3200,0
3201,0
3202,inf
3203,0
3204,0
3205,0.157116411
3206,0
3207,1.573277467
3208,0.209887421
3209,0.900542138
3210,1.277556188
3211,0.081773301
3212,0
3213,0
3214,
3215,inf
3216,inf
3217,0.364618137
3218,0
3219,0.236050258
3220,0
3221,0
3222,0.886222417
3223,0
3224,0
3225,0
3226,4.334702426
3227,0
3228,0.644556881
3229,0
3230,0.304526241
3231,0
3232,0
3233,0.666492089
3234,0
3235,8.09926046
3236,0.227696415
3237,0.318664299
3238,0
3239,0
3240,0
3241,0
3242,0
3243,0.723313354
3244,0
3245,
3246,inf
3247,0
3248,0.185146049
3249,
3250,0.288020987
3251,0
3252,0
3253,1.062958363
3254,0
3255,1.816253554
3256,0
3257,3.115326009
3258,0
3259,0
3260,0
3261,1.134777381
3262,0
3263,0.809259563
3264,0.42702957
3265,0.140791563
3266,14.54410716
3267,
3268,0
3269,0
3270,1.111181657
3271,3.910962034
3272,0
3273,16.63516273
3274,0
3275,0
3276,0
3277,0
3278,0
3279,1.044326737
3280,0
3281,
3282,0
3283,0.711950122
3284,0
3285,0
3286,0.451323385
3287,0
3288,0
3289,4.950809136
3290,0
3291,
3292,0.086054186
3293,11.53190351
3294,0
3295,0
3296,0
3297,0
3298,0
3299,0
3300,1.030226229
3301,0
3302,0
3303,0.754021561
3304,4.8344295
3305,0
3306,0.932525795
3307,2.821480439
3308,inf
3309,0
3310,0.614559273
3311,0
3312,0
3313,
3314,0
3315,0
3316,0
3317,0
3318,0
3319,
3320,0
3321,0
3322,0
3323,0.66274083
3324,0
3325,0.643456712
3326,0.154877825
3327,5.605210328
3328,0
3329,0
3330,0.286392137
3331,0
3332,0
3333,0
3334,0
3335,inf
3336,0
3337,0
3338,0.824486415
3339,0
3340,3.928492891
3341,0
3342,0
3343,
3344,0
3345,0
3346,0.814832136
3347,
3348,0
3349,0.557122646
3350,
3351,0.164647705
3352,0
3353,0
3354,0
3355,0.261980624
3356,0
3357,0.449911132
3358,0
3359,0
3360,0
3361,0
3362,0
3363,0
3364,0
3365,0.784810575
3366,0
3367,0
3368,9.555251577
3369,0.403483058
3370,0
3371,0
3372,0
3373,0
3374,
3375,0
3376,1.772114784
3377,0
3378,0
3379,0.302962122
3380,0
3381,0.975117064
3382,0
3383,0
3384,0
3385,0
3386,0.14184025
3387,0
3388,0
3389,inf
3390,1.211756159
3391,inf
3392,0
3393,inf
3394,0
3395,0.47968618
3396,0
3397,
3398,0
3399,0
3400,5.919094393
3401,0
3402,0
3403,0.43277319
3404,0.177144578
3405,2.627435539
3406,2.319724094
3407,0.514301314
3408,0
3409,0.236922286
3410,0
3411,4.846369762
3412,
3413,0.527212495
3414,1.641970611
3415,0
3416,0
3417,0
3418,0.916175614
3419,0
3420,1.052552511
3421,0
3422,0.109194011
3423,0.919649324
3424,0
3425,0
3426,0
3427,0
3428,0
3429,0.345408164
3430,0.265824085
3431,0
3432,inf
3433,0
3434,
3435,6.149057743
3436,
3437,0
3438,0
3439,0
3440,0
3441,0
3442,0
3443,1.343565864
3444,0
3445,0
3446,0
3447,0
3448,
3449,0
3450,7.958239715
3451,0.600798487
3452,17.03951219
3453,1.158275097
3454,0.161314964
3455,0
3456,0
3457,0
3458,0.206134887
3459,0
3460,0
3461,0.182757844
3462,0
3463,
3464,14.36370612
3465,0
3466,0
3467,0
3468,0.292012767
3469,1.213363825
3470,0.528648702
3471,0.406137816
3472,0
3473,0.434490237
3474,1.529149526
3475,1.855826562
3476,0.175570918
3477,0.170102239
3478,0
3479,0
3480,0
3481,0.509295438
3482,0.831768441
3483,0
3484,0
3485,0
3486,0
3487,4.342776587
3488,0.138183229
3489,0.696185263
3490,0
3491,4.509092014
3492,0
3493,0
3494,0
3495,1.538614407
3496,0.16479893
3497,0
3498,2.514067254
3499,0
3500,0
3501,0
3502,0.259584905
3503,0
3504,0.369667632
3505,0
3506,0
3507,0.986683572
3508,0
3509,0.23618677
3510,0
3511,0
3512,0
3513,0
3514,0
3515,0
3516,0
3517,
3518,0
3519,2.735345587
3520,0
3521,0
3522,0
3523,0
3524,0
3525,0
3526,4.179046164
3527,0
3528,0
3529,
3530,0.236786934
3531,0
3532,0
3533,0.602278215
3534,0
3535,0
3536,0.41328664
3537,0
3538,3.389274622
3539,0.271703728
3540,3.467496585
3541,0
3542,1.030681445
3543,0
3544,0
3545,0.259464649
3546,0
3547,
3548,0.558329045
3549,0
3550,0.541402762
3551,0.813740305
3552,0
3553,inf
3554,0
3555,6.445424689
3556,0.266997472
3557,0
3558,0
3559,0
3560,0
3561,0
3562,0
3563,0
3564,0
3565,0.684331369
3566,0.840903953
3567,0
3568,0
3569,0.831901422
3570,0
3571,11.06184669
3572,0
3573,0.226082034
3574,0
3575,0
3576,0
3577,0
3578,
3579,1.746520139
3580,0.55917595
3581,0
3582,0
3583,0
3584,0.705988625
3585,0.180680476
3586,0.495350237
3587,0.664034811
3588,
3589,inf
3590,4.189002411
3591,0
3592,0
3593,0.99073797
3594,0
3595,0
3596,0
3597,0.251497249
3598,0
3599,0
3600,0
3601,0.968202901
3602,0
3603,0.205666426
3604,
3605,0
3606,0
3607,0
3608,0.565219254
3609,0
3610,1.79779363
3611,0.481853563
3612,
3613,0.25484423
3614,0.667793564
3615,0
3616,0.28770072
3617,0
3618,0
3619,0
3620,0.635839099
3621,0
3622,0.508943846
3623,1.107097163
3624,
3625,0
3626,3.30128324
3627,0
3628,0
3629,0
3630,inf
3631,0
3632,0
3633,0
3634,0
3635,3.972715429
3636,0
3637,0
3638,0
3639,0
3640,1.684002516
3641,0
3642,0.969569359
3643,0
3644,0
3645,0
3646,0
3647,0
3648,1.144332349
3649,0
3650,0
3651,0
3652,1.000228332
3653,0.040844772
3654,0
3655,1.014057999
3656,0
3657,0
3658,0
3659,0
3660,0
3661,0
3662,0
3663,0.099170236
3664,2.073585602
3665,
3666,2.111574933
3667,2.152544182
3668,0
3669,0
3670,0.713253258
3671,
3672,0
3673,0
3674,0.100485399
3675,0
3676,0
3677,0
3678,0
3679,0
3680,0
3681,0
3682,10.10946896
3683,0
3684,0
3685,
3686,0
3687,0
3688,3.76109189
3689,
3690,2.113032
3691,0
3692,0
3693,0
3694,0.502471286
3695,0
3696,0
3697,0.380702719
3698,0
3699,1.411204466
3700,505.0156843
3701,0.470964907
3702,0
3703,13.09316484
3704,0.998709353
3705,0
3706,0
3707,1.150174721
3708,0
3709,0
3710,0
3711,0.076254871
3712,0
3713,1.658170162
3714,0.80027168
3715,
3716,3.697721489
3717,0.478495573
3718,0.546090972
3719,0
3720,0.576109945
3721,1.735436115
3722,0
3723,0.625562807
3724,2.308706387
3725,0
3726,
3727,2.507834228
3728,0
3729,0.4007576
3730,0
3731,0
3732,0
3733,0
3734,0
3735,0.525232606
3736,inf
3737,0.592682636
3738,inf
3739,0
3740,0
3741,0
3742,0
3743,0.234724049
3744,0.452458999
3745,0
3746,0
3747,0
3748,0
3749,0
3750,0
3751,1.698660105
3752,0
3753,0.221848308
3754,
3755,0.362997678
3756,0
3757,0.389527759
3758,0.781465559
3759,4.505586402
3760,0.387555401
3761,0
3762,3.65018083
3763,0
3764,0
3765,
3766,0
3767,0.232488956
3768,3.11580149
3769,0
3770,0.257244968
3771,0.167279328
3772,0
3773,0.110295743
3774,0.124702161
3775,1.096052348
3776,0.172158346
3777,1.562863601
3778,0
3779,0.982499885
3780,0
3781,0.78601374
3782,0.582771418
3783,
3784,0
3785,0
3786,0
3787,0
3788,0.246079634
3789,
3790,0.956327169
3791,0.30199667
3792,0
3793,4.399699654
3794,0
3795,0
3796,0
3797,0
3798,
3799,0
3800,0
3801,0.992593073
3802,0.387449015
3803,0
3804,0
3805,0
3806,0
3807,1.066906516
3808,0
3809,inf
3810,1.683072447
3811,14.49289737
3812,4.003355437
3813,0
3814,0
3815,0
3816,0.223460519
3817,0
3818,1.891750082
3819,15.49707977
3820,
3821,0
3822,0.173670441
3823,0.606066703
3824,0
3825,0
3826,0
3827,1.046199771
3828,0.533358939
3829,0
3830,0
3831,0
3832,0
3833,0
3834,0
3835,0
3836,inf
3837,0
3838,1.206071161
3839,inf
3840,0
3841,0
3842,0
3843,1.128572085
3844,0
3845,0
3846,0.321633029
3847,0
3848,0
3849,0
3850,1.870150701
3851,0
3852,0.491478408
3853,1.755634391
3854,11.63023478
3855,0.398156796
3856,0
3857,0
3858,0.934676777
3859,2.203799037
3860,10.55428086
3861,
3862,0
3863,0.528211421
3864,3.523556895
3865,0
3866,0
3867,0
3868,0
3869,inf
3870,0
3871,0.481870402
3872,0
3873,1.395047935
3874,inf
3875,0
3876,0.441397047
3877,0
3878,0
3879,0
3880,0
3881,6.78010773
3882,0
3883,inf
3884,0
3885,0
3886,0
3887,0
3888,0
3889,
3890,0
3891,0.161661239
3892,4.36030706
3893,0
3894,0.808097524
3895,
3896,0.495013209
3897,0
3898,1.685704087
3899,0.100800363
3900,0
3901,1.089767569
3902,0
3903,0
3904,0
3905,0.884423114
3906,inf
3907,5.370600122
3908,0.984056238
3909,0
3910,0
3911,
3912,0
3913,0
3914,0.175764606
3915,0
3916,0
3917,0
3918,0.558403037
3919,3.712076616
3920,0
3921,0
3922,0
3923,0.977537542
3924,0
3925,42.12946944
3926,0
3927,0
3928,0.606911261
3929,0
3930,0
3931,0.186443038
3932,0
3933,0.41712442
3934,0
3935,0
3936,1.397634316
3937,0
3938,1.702174809
3939,0.385243812
3940,1.214822006
3941,2.744640955
3942,0
3943,0
3944,0.628709961
3945,0.127157988
3946,1.245408602
3947,0
3948,0
3949,0
3950,0
3951,inf
3952,1.263126525
3953,0.199031857
3954,0
3955,0
3956,0
3957,0
3958,0
3959,0
3960,0.56681721
3961,
3962,0.171434415
3963,0
3964,0
3965,0
3966,3.615637101
3967,0
3968,inf
3969,0
3970,0.03835273
3971,1.192930972
3972,0
3973,2.08764549
3974,0
3975,0
3976,0
3977,2.534437741
3978,0.28525053
3979,0
3980,1.127291003
3981,0.139493061
3982,0.382397046
3983,0.600547881
3984,0
3985,0.635992198
3986,1.304527478
3987,5.946757231
3988,inf
3989,
3990,1.201311829
3991,0
3992,0.332581349
3993,0.436921632
3994,0
3995,1.021755915
3996,0
3997,0
3998,0
3999,0
4000,0
4001,2.709030863
4002,0
4003,0
4004,0
4005,0.544486404
4006,0
4007,0
4008,0
4009,0
4010,0.373490846
4011,0
4012,0
4013,3.05903506
4014,1.457407041
4015,1.125255736
4016,0
4017,0
4018,0.282469301
4019,0
4020,
4021,0
4022,
4023,0.330656097
4024,2.010450062
4025,0.218372551
4026,3.502983199
4027,0.186124978
4028,0.365443483
4029,0
4030,0
4031,
4032,0.084968902
4033,0
4034,2.549064818
4035,3.554726636
4036,0
4037,
4038,0
4039,0.600589121
4040,
4041,inf
4042,0
4043,
4044,0.616429251
4045,0.612432967
4046,0.549514553
4047,4.345992611
4048,0
4049,1.149659057
4050,0
4051,0
4052,0
4053,0
4054,
4055,0
4056,0
4057,1.72011461
4058,2.014744018
4059,0
4060,0
4061,0
4062,0
4063,inf
4064,0
4065,0.358566277
4066,0
4067,0
4068,0
4069,0
4070,0
4071,0
4072,0.180533672
4073,0
4074,0
4075,2.614892846
4076,4.174841417
4077,0
4078,0.070560441
4079,0
4080,0.228638795
4081,0.428738125
4082,0
4083,0
4084,3.226502325
4085,0
4086,0
4087,0
4088,0
4089,0
4090,6.037845191
4091,0
4092,0.101370899
4093,
4094,0.899048277
4095,0.090162547
4096,0
4097,0
4098,5.392085726
4099,0
4100,0
4101,1.265429536
4102,0.132604591
4103,0
4104,0
4105,0
4106,0.509165482
4107,1.200507861
4108,0
4109,0
4110,0
4111,0.211898753
4112,0
4113,9.00595124
4114,0.755275317
4115,0
4116,3.026911403
4117,0
4118,
4119,0
4120,0.313794443
4121,0.108857049
4122,1.999322405
4123,0
4124,0.123697743
4125,0
4126,0.47034949
4127,0
4128,1.232370313
4129,1.135634003
4130,0.183857458
4131,0.383117686
4132,4.736866967
4133,2.451781123
4134,0
4135,0
4136,0
4137,0.68801572
4138,0
4139,2.539775876
4140,0.217410934
4141,inf
4142,0
4143,0.378881083
4144,0.163122665
4145,0
4146,0
4147,0.48449923
4148,0
4149,
4150,0.372110037
4151,0
4152,0
4153,0.639549843
4154,0.623835944
4155,0
4156,0
4157,0
4158,0
4159,0
4160,0
4161,
4162,0.266751926
4163,4.716263289
4164,0
4165,0.766769683
4166,0.357880103
4167,0.393451765
4168,0.164520883
4169,1.125213088
4170,0
4171,0
4172,0
4173,0
4174,0
4175,0
4176,0
4177,3.617687689
4178,13.31838453
4179,0.045421082
4180,2.707944987
4181,0
4182,0
4183,0
4184,7.108487028
4185,0
4186,
4187,0.888367274
4188,1.41968724
4189,0
4190,0
4191,0
4192,1.93115184
4193,4.50639466
4194,1.842387254
4195,0.591023724
4196,0
4197,0
4198,0
4199,0.159070518
4200,0
4201,0
4202,0
4203,4.160144597
4204,
4205,0
4206,0.257701258
4207,0
4208,0
4209,0.244418512
4210,0
4211,0
4212,0
4213,0
4214,0
4215,0
4216,
4217,inf
4218,inf
4219,0
4220,0.88352678
4221,0
4222,0
4223,
4224,2.189162584
4225,0
4226,0
4227,0
4228,0
4229,0
4230,0.275538589
4231,0
4232,2.462079471
4233,0
4234,0
4235,0.519280913
4236,0
4237,
4238,0.272372897
4239,0
4240,0
4241,0
4242,
4243,0
4244,0
4245,0.325079158
4246,0.218057385
4247,0
4248,2.21159087
4249,0
4250,0
4251,0
4252,
4253,0
4254,0.829044704
4255,0
4256,0
4257,0
4258,0
4259,0
4260,2.850135902
4261,
4262,0
4263,0
4264,0.188227353
4265,0
4266,0.737934246
4267,
4268,0
4269,0
4270,0.970155082
4271,0.320362195
4272,0.883949729
4273,0.203556133
4274,0.649310668
4275,0.168357043
4276,0
4277,0
4278,0
4279,0
4280,0
4281,0
4282,0
4283,0.868475026
4284,0
4285,0.059123696
4286,0
4287,1.775508577
4288,0
4289,3.73649598
4290,0
4291,0
4292,0
4293,2.112037714
4294,0
4295,0
4296,0
4297,0.299935449
4298,0
4299,inf
4300,0.074996149
4301,
4302,0
4303,0.717736851
4304,0.756882281
4305,0
4306,0
4307,0
4308,12.4288183
4309,0
4310,3.896503072
4311,0
4312,0
4313,0.103999221
4314,0
4315,0
4316,0
4317,0
4318,0
4319,0
4320,0
4321,0
4322,0
4323,0
4324,0
4325,0.113750114
4326,0.424516166
4327,0
4328,0.088601133
4329,0.296709547
4330,0
4331,0.219325039
4332,
4333,0
4334,0
4335,0
4336,0
4337,0
4338,0
4339,0
4340,0.621476565
4341,0.442024259
4342,
4343,0
4344,0.160904135
4345,0
4346,0.910881268
4347,0.700766939
4348,
4349,
4350,0
4351,4.175368587
4352,2.234811848
4353,0
4354,0
4355,0.55718875
4356,0.612910822
4357,0
4358,0
4359,0
4360,0.954913149
4361,0
4362,0.060765285
4363,0
4364,
4365,0
4366,0
4367,0
4368,2.213579108
4369,1.137149418
4370,0
4371,0
4372,4.132571586
4373,3.348972632
4374,0
4375,0.565288453
4376,0
4377,0
4378,
4379,5.165163946
4380,0
4381,0.690848568
4382,
4383,0.281723073
4384,0
4385,0.336308164
4386,0
4387,0.073224082
4388,
4389,0
4390,0.529356479
4391,0
4392,0
4393,0
4394,0
4395,0.558912868
4396,0
4397,0
4398,0.671693735
4399,0
4400,0
4401,inf
4402,0
4403,
4404,0
4405,1.222605141
4406,0.173254156
4407,1.425574636
4408,0
4409,6.141162876
4410,0
4411,0
4412,5.065934871
4413,1.571677906
4414,
4415,0
4416,2.598781062
4417,0
4418,2.351901395
4419,0.219035614
4420,0
4421,0
4422,6.568122237
4423,0
4424,0
4425,0
4426,0.389504297
4427,0
4428,inf
4429,0
4430,0
4431,2.465961885
4432,0
4433,0
4434,0
4435,0.26613764
4436,7.739961722
4437,0
4438,0.531168602
4439,0
4440,0
4441,0.185012971
4442,0
4443,0
4444,0
4445,0
4446,4.846763753
4447,0
4448,0
4449,0
4450,0
4451,0
4452,0
4453,
4454,4.676062392
4455,1.149487409
4456,
4457,0.129406333
4458,1.489378116
4459,0
4460,0.069298994
4461,0
4462,0
4463,
4464,0
4465,0
4466,3.974992562
4467,0
4468,0
4469,0
4470,0
4471,0
4472,4.554180769
4473,
4474,0
4475,0
4476,0
4477,0.202812929
