,click_model
2596,
2597,0
2598,0
2599,0
2600,0
2601,0
2602,0
2603,inf
2604,0
2605,0.5
2606,1
2607,
2608,
2609,0
2610,0
2611,0
2612,0
2613,0
2614,3.4
2615,0
2616,0
2617,0
2618,0
2619,0.142857143
2620,0
2621,0
2622,0.076923077
2623,7.6
2624,0
2625,4
2626,0.666666667
2627,0.307692308
2628,0
2629,0
2630,inf
2631,0.857142857
2632,1
2633,0
2634,0
2635,0
2636,0
2637,0
2638,0
2639,0
2640,0
2641,0
2642,0.083333333
2643,0.4
2644,0
2645,0.153846154
2646,0
2647,0
2648,0
2649,0
2650,2.75
2651,0
2652,0.111111111
2653,0
2654,0
2655,0
2656,0
2657,0
2658,0
2659,0.272727273
2660,0
2661,1.285714286
2662,10
2663,0
2664,0
2665,0
2666,0
2667,0
2668,0.083333333
2669,
2670,0.5
2671,3
2672,0.333333333
2673,0
2674,0.75
2675,0
2676,0
2677,inf
2678,0
2679,0
2680,0
2681,0
2682,0
2683,0.125
2684,0
2685,0.444444444
2686,0
2687,0
2688,0
2689,1.625
2690,0
2691,
2692,0
2693,0
2694,inf
2695,inf
2696,0
2697,1.333333333
2698,0
2699,0
2700,0
2701,0.368421053
2702,0
2703,
2704,0.666666667
2705,inf
2706,inf
2707,
2708,
2709,0.024390244
2710,0.333333333
2711,2.384615385
2712,0
2713,0
2714,0
2715,0.166666667
2716,0
2717,
2718,2
2719,0
2720,0
2721,0
2722,0
2723,1
2724,0
2725,1.5
2726,0
2727,0
2728,0.117647059
2729,1
2730,0
2731,0
2732,0
2733,0
2734,0.125
2735,0
2736,inf
2737,0.2
2738,0
2739,0
2740,0.25
2741,0.322580645
2742,0.333333333
2743,0
2744,2
2745,2
2746,1
2747,1
2748,0.255813953
2749,1
2750,0
2751,0
2752,
2753,1.428571429
2754,10.5
2755,0
2756,0.125
2757,
2758,0
2759,0
2760,0
2761,15
2762,
2763,1
2764,0
2765,0
2766,0
2767,0
2768,0.3
2769,0
2770,0.2
2771,0
2772,0
2773,0.545454545
2774,0
2775,0
2776,0
2777,1
2778,0
2779,0.2
2780,0
2781,0
2782,0
2783,0
2784,0
2785,0
2786,0
2787,0
2788,0
2789,0
2790,0
2791,0
2792,0
2793,2
2794,0
2795,0.111111111
2796,0.222222222
2797,0.076923077
2798,
2799,0
2800,0.619047619
2801,inf
2802,0
2803,
2804,0
2805,0.260869565
2806,1
2807,0
2808,0
2809,0
2810,1.333333333
2811,inf
2812,1
2813,0.4
2814,0
2815,0
2816,1
2817,0
2818,3
2819,0.176470588
2820,0
2821,0.095238095
2822,0
2823,0.5
2824,0
2825,0
2826,inf
2827,1
2828,0
2829,0.727272727
2830,0.107142857
2831,0
2832,0
2833,inf
2834,
2835,0.5
2836,0
2837,0.090909091
2838,0.111111111
2839,0
2840,0
2841,0
2842,0
2843,6.5
2844,0
2845,0.142857143
2846,0
2847,
2848,0.166666667
2849,0
2850,0
2851,0
2852,0.4
2853,0
2854,3.333333333
2855,0
2856,0.063829787
2857,0
2858,0
2859,0.625
2860,0
2861,0.043478261
2862,0.166666667
2863,0
2864,0.178571429
2865,0
2866,0
2867,1
2868,2
2869,0
2870,0
2871,0
2872,0
2873,inf
2874,0
2875,0.285714286
2876,0
2877,2.75
2878,0.071428571
2879,0
2880,0
2881,0
2882,0
2883,0
2884,
2885,0
2886,0
2887,0
2888,0
2889,0
2890,0
2891,0.333333333
2892,0
2893,1.222222222
2894,0
2895,0.5
2896,0
2897,3.666666667
2898,0
2899,
2900,0.5
2901,1.25
2902,
2903,0.2
2904,
2905,0
2906,0
2907,0
2908,0
2909,0
2910,2.666666667
2911,0
2912,0
2913,0
2914,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0.3
2922,0
2923,
2924,0
2925,0
2926,0
2927,0.052631579
2928,0
2929,0.428571429
2930,0
2931,1.111111111
2932,0.016949153
2933,0
2934,0
2935,0
2936,0.272727273
2937,0
2938,0.2
2939,0
2940,
2941,2.666666667
2942,0
2943,
2944,0
2945,0
2946,0
2947,0.333333333
2948,1
2949,0
2950,0
2951,0
2952,inf
2953,1
2954,0.181818182
2955,0
2956,0.75
2957,1.9
2958,0
2959,0.285714286
2960,
2961,0
2962,0
2963,0
2964,1.333333333
2965,0
2966,0
2967,0
2968,
2969,0
2970,0.210526316
2971,0
2972,1.5625
2973,
2974,0
2975,0
2976,
2977,0
2978,
2979,0
2980,0
2981,0
2982,0.4
2983,0
2984,0.333333333
2985,0
2986,0
2987,2
2988,0
2989,0.166666667
2990,0
2991,0
2992,0
2993,0
2994,5
2995,0
2996,0
2997,0.084745763
2998,0
2999,0.014084507
3000,0.363636364
3001,0.052631579
3002,0
3003,2
3004,0
3005,inf
3006,0
3007,0
3008,0
3009,0
3010,0
3011,0
3012,0
3013,0
3014,1
3015,0
3016,0.666666667
3017,
3018,0.166666667
3019,
3020,0
3021,0
3022,0
3023,0.047619048
3024,0
3025,0
3026,0
3027,0
3028,0
3029,0
3030,0
3031,7.2
3032,0
3033,1
3034,0.533333333
3035,0
3036,0.285714286
3037,0
3038,0.4
3039,0
3040,0
3041,1.666666667
3042,0
3043,
3044,
3045,0
3046,0
3047,0
3048,0
3049,0.5
3050,0
3051,
3052,0
3053,0.666666667
3054,
3055,0
3056,8
3057,0
3058,0.4
3059,1
3060,0
3061,0
3062,0
3063,0
3064,inf
3065,0
3066,0.285714286
3067,0.5
3068,0.25
3069,0
3070,
3071,0
3072,0.041666667
3073,0
3074,0
3075,1.666666667
3076,3.333333333
3077,0.25
3078,inf
3079,0.045454545
3080,0
3081,
3082,0
3083,0
3084,0.333333333
3085,0.285714286
3086,0.111111111
3087,0
3088,0
3089,0
3090,0.25
3091,0
3092,0
3093,1.153846154
3094,0
3095,0
3096,
3097,0
3098,0
3099,0
3100,0
3101,0
3102,0
3103,2
3104,0
3105,0
3106,1.333333333
3107,0
3108,0
3109,0
3110,inf
3111,0
3112,0.066666667
3113,
3114,
3115,0.333333333
3116,0
3117,0.083333333
3118,0
3119,
3120,0
3121,0
3122,0
3123,0
3124,0
3125,0
3126,0
3127,0
3128,0
3129,2
3130,inf
3131,0.428571429
3132,0.125
3133,0.2
3134,inf
3135,0
3136,1.315789474
3137,0.166666667
3138,0
3139,11
3140,0
3141,0
3142,0
3143,0.071428571
3144,inf
3145,0.2
3146,0.6
3147,0
3148,0
3149,0.8
3150,
3151,
3152,0.5
3153,0
3154,
3155,0.111111111
3156,inf
3157,1
3158,0
3159,0
3160,0
3161,
3162,
3163,0
3164,0
3165,0
3166,0
3167,0
3168,0.307692308
3169,0
3170,0.142857143
3171,0
3172,0
3173,0.057142857
3174,0
3175,0
3176,0
3177,0
3178,0.166666667
3179,1.181818182
3180,0
3181,0.181818182
3182,0
3183,0.333333333
3184,0
3185,0
3186,0
3187,0
3188,0.017241379
3189,0
3190,0
3191,0
3192,0
3193,0
3194,0
3195,0
3196,0.666666667
3197,0
3198,0
3199,0
3200,0
3201,0
3202,inf
3203,0
3204,0
3205,0.055555556
3206,0
3207,0.8
3208,0.125
3209,0.5
3210,0.5
3211,0.071428571
3212,0
3213,0
3214,
3215,inf
3216,inf
3217,0.227272727
3218,0
3219,0.166666667
3220,0
3221,0
3222,0.5
3223,0
3224,0
3225,0
3226,2
3227,0
3228,0.333333333
3229,0
3230,0.142857143
3231,0
3232,0
3233,0.5
3234,0
3235,5.2
3236,0.107142857
3237,0.125
3238,0
3239,0
3240,0
3241,0
3242,0
3243,0.6
3244,0
3245,
3246,inf
3247,0
3248,0.102189781
3249,
3250,0.166666667
3251,0
3252,0
3253,0.6
3254,0
3255,1
3256,0
3257,2.5
3258,0
3259,0
3260,0
3261,1
3262,0
3263,0.5
3264,0.272727273
3265,0.0625
3266,7
3267,
3268,0
3269,0
3270,0.571428571
3271,2.4
3272,0
3273,10
3274,0
3275,0
3276,0
3277,0
3278,0
3279,0.666666667
3280,0
3281,
3282,0
3283,0.444444444
3284,0
3285,0
3286,0.2
3287,0
3288,0
3289,4
3290,0
3291,
3292,0.035714286
3293,5
3294,0
3295,0
3296,0
3297,0
3298,0
3299,0
3300,0.481481481
3301,0
3302,0
3303,0.5
3304,2
3305,0
3306,0.5
3307,1
3308,inf
3309,0
3310,0.272727273
3311,0
3312,0
3313,
3314,0
3315,0
3316,0
3317,0
3318,0
3319,
3320,0
3321,0
3322,0
3323,0.4
3324,0
3325,0.333333333
3326,0.0625
3327,4
3328,0
3329,0
3330,0.157894737
3331,0
3332,0
3333,0
3334,0
3335,inf
3336,0
3337,0
3338,0.6
3339,0
3340,4
3341,0
3342,0
3343,
3344,0
3345,0
3346,0.4
3347,
3348,0
3349,0.230769231
3350,
3351,0.076923077
3352,0
3353,0
3354,0
3355,0.2
3356,0
3357,0.166666667
3358,0
3359,0
3360,0
3361,0
3362,0
3363,0
3364,0
3365,0.333333333
3366,0
3367,0
3368,6.333333333
3369,0.2
3370,0
3371,0
3372,0
3373,0
3374,
3375,0
3376,1
3377,0
3378,0
3379,0.166666667
3380,0
3381,0.5
3382,0
3383,0
3384,0
3385,0
3386,0.076923077
3387,0
3388,0
3389,inf
3390,1
3391,inf
3392,0
3393,inf
3394,0
3395,0.25
3396,0
3397,
3398,0
3399,0
3400,3
3401,0
3402,0
3403,0.076923077
3404,0.090909091
3405,1.6
3406,1.25
3407,0.333333333
3408,0
3409,0.1
3410,0
3411,3.333333333
3412,
3413,0.25
3414,1
3415,0
3416,0
3417,0
3418,0.486486486
3419,0
3420,0.4
3421,0
3422,0.066666667
3423,0.4
3424,0
3425,0
3426,0
3427,0
3428,0
3429,0.2
3430,0.125
3431,0
3432,inf
3433,0
3434,
3435,2
3436,
3437,0
3438,0
3439,0
3440,0
3441,0
3442,0
3443,1
3444,0
3445,0
3446,0
3447,0
3448,
3449,0
3450,4
3451,0.333333333
3452,12.5
3453,0.5
3454,0.076923077
3455,0
3456,0
3457,0
3458,0.111111111
3459,0
3460,0
3461,0.08
3462,0
3463,
3464,8.333333333
3465,0
3466,0
3467,0
3468,0.166666667
3469,0.666666667
3470,0.25
3471,0.2
3472,0
3473,0.2
3474,0.666666667
3475,0.428571429
3476,0.1
3477,0.090909091
3478,0
3479,0
3480,0
3481,0.272727273
3482,0.333333333
3483,0
3484,0
3485,0
3486,0
3487,2.2
3488,0.055555556
3489,0.5
3490,0
3491,2.6
3492,0
3493,0
3494,0
3495,0.615384615
3496,0.086956522
3497,0
3498,1
3499,0
3500,0
3501,0
3502,0.125
3503,0
3504,0.166666667
3505,0
3506,0
3507,0.7
3508,0
3509,0.142857143
3510,0
3511,0
3512,0
3513,0
3514,0
3515,0
3516,0
3517,
3518,0
3519,2
3520,0
3521,0
3522,0
3523,0
3524,0
3525,0
3526,2.4
3527,0
3528,0
3529,
3530,0.166666667
3531,0
3532,0
3533,0.2
3534,0
3535,0
3536,0.2
3537,0
3538,2
3539,0.142857143
3540,3
3541,0
3542,0.5
3543,0
3544,0
3545,0.142857143
3546,0
3547,
3548,0.222222222
3549,0
3550,0.363636364
3551,0.333333333
3552,0
3553,inf
3554,0
3555,3
3556,0.115384615
3557,0
3558,0
3559,0
3560,0
3561,0
3562,0
3563,0
3564,0
3565,0.333333333
3566,0.5
3567,0
3568,0
3569,0.444444444
3570,0
3571,7.214285714
3572,0
3573,0.1
3574,0
3575,0
3576,0
3577,0
3578,
3579,0.703703704
3580,0.333333333
3581,0
3582,0
3583,0
3584,0.354166667
3585,0.125
3586,0.333333333
3587,0.333333333
3588,
3589,inf
3590,2.857142857
3591,0
3592,0
3593,0.5
3594,0
3595,0
3596,0
3597,0.125
3598,0
3599,0
3600,0
3601,0.5
3602,0
3603,0.142857143
3604,
3605,0
3606,0
3607,0
3608,0.285714286
3609,0
3610,1
3611,0.222222222
3612,
3613,0.1
3614,0.428571429
3615,0
3616,0.133333333
3617,0
3618,0
3619,0
3620,0.4
3621,0
3622,0.333333333
3623,1
3624,
3625,0
3626,3
3627,0
3628,0
3629,0
3630,inf
3631,0
3632,0
3633,0
3634,0
3635,2.5
3636,0
3637,0
3638,0
3639,0
3640,1
3641,0
3642,0.444444444
3643,0
3644,0
3645,0
3646,0
3647,0
3648,0.666666667
3649,0
3650,0
3651,0
3652,0.4
3653,0.016393443
3654,0
3655,0.5
3656,0
3657,0
3658,0
3659,0
3660,0
3661,0
3662,0
3663,0.047619048
3664,1
3665,
3666,1
3667,1.166666667
3668,0
3669,0
3670,0.375
3671,
3672,0
3673,0
3674,0.04
3675,0
3676,0
3677,0
3678,0
3679,0
3680,0
3681,0
3682,8
3683,0
3684,0
3685,
3686,0
3687,0
3688,2.454545455
3689,
3690,0.882352941
3691,0
3692,0
3693,0
3694,0.333333333
3695,0
3696,0
3697,0.166666667
3698,0
3699,0.875
3700,2
3701,0.235294118
3702,0
3703,7
3704,0.692307692
3705,0
3706,0
3707,0.75
3708,0
3709,0
3710,0
3711,0.034482759
3712,0
3713,0.777777778
3714,0.5
3715,
3716,2
3717,0.230769231
3718,0.3
3719,0
3720,0.428571429
3721,0.5
3722,0
3723,0.25
3724,1.25
3725,0
3726,
3727,2
3728,0
3729,0.25
3730,0
3731,0
3732,0
3733,0
3734,0
3735,0.235294118
3736,inf
3737,0.333333333
3738,inf
3739,0
3740,0
3741,0
3742,0
3743,0.105263158
3744,0.5
3745,0
3746,0
3747,0
3748,0
3749,0
3750,0
3751,1.125
3752,0
3753,0.142857143
3754,
3755,0.142857143
3756,0
3757,0.272727273
3758,0.333333333
3759,3.333333333
3760,0.2
3761,0
3762,1.666666667
3763,0
3764,0
3765,
3766,0
3767,0.125
3768,1.25
3769,0
3770,0.125
3771,0.066666667
3772,0
3773,0.076923077
3774,0.076923077
3775,0.6
3776,0.088235294
3777,0.444444444
3778,0
3779,0.6
3780,0
3781,0.333333333
3782,0.227272727
3783,
3784,0
3785,0
3786,0
3787,0
3788,0.2
3789,
3790,0.6
3791,0.25
3792,0
3793,2
3794,0
3795,0
3796,0
3797,0
3798,
3799,0
3800,0
3801,0.5
3802,0.185185185
3803,0
3804,0
3805,0
3806,0
3807,0.6
3808,0
3809,inf
3810,1.2
3811,6
3812,2.5
3813,0
3814,0
3815,0
3816,0.125
3817,0
3818,2
3819,7.333333333
3820,
3821,0
3822,0.066666667
3823,0.5
3824,0
3825,0
3826,0
3827,0.727272727
3828,0.285714286
3829,0
3830,0
3831,0
3832,0
3833,0
3834,0
3835,0
3836,inf
3837,0
3838,0.6
3839,inf
3840,0
3841,0
3842,0
3843,0.5
3844,0
3845,0
3846,0.166666667
3847,0
3848,0
3849,0
3850,1
3851,0
3852,0.25
3853,0.833333333
3854,7.5
3855,0.142857143
3856,0
3857,0
3858,0.454545455
3859,1
3860,6
3861,
3862,0
3863,0.333333333
3864,2
3865,0
3866,0
3867,0
3868,0
3869,inf
3870,0
3871,0.166666667
3872,0
3873,0.8
3874,inf
3875,0
3876,0.222222222
3877,0
3878,0
3879,0
3880,0
3881,3
3882,0
3883,inf
3884,0
3885,0
3886,0
3887,0
3888,0
3889,
3890,0
3891,0.1
3892,2.333333333
3893,0
3894,0.5
3895,
3896,0.3
3897,0
3898,0.75
3899,0.047619048
3900,0
3901,0.5
3902,0
3903,0
3904,0
3905,0.454545455
3906,inf
3907,2.666666667
3908,0.571428571
3909,0
3910,0
3911,
3912,0
3913,0
3914,0.066666667
3915,0
3916,0
3917,0
3918,0.259259259
3919,2.5
3920,0
3921,0
3922,0
3923,0.384615385
3924,0
3925,18
3926,0
3927,0
3928,0.25
3929,0
3930,0
3931,0.076923077
3932,0
3933,0.25
3934,0
3935,0
3936,1.5
3937,0
3938,0.333333333
3939,0.153846154
3940,1
3941,2
3942,0
3943,0
3944,0.333333333
3945,0.043478261
3946,0.428571429
3947,0
3948,0
3949,0
3950,0
3951,inf
3952,0.777777778
3953,0.142857143
3954,0
3955,0
3956,0
3957,0
3958,0
3959,0
3960,0.333333333
3961,
3962,0.125
3963,0
3964,0
3965,0
3966,1.9375
3967,0
3968,inf
3969,0
3970,0.016949153
3971,0.5
3972,0
3973,1
3974,0
3975,0
3976,0
3977,1
3978,0.2
3979,0
3980,0.5
3981,0.060606061
3982,0.151515152
3983,0.5
3984,0
3985,0.222222222
3986,0.8
3987,5.666666667
3988,inf
3989,
3990,1
3991,0
3992,0.166666667
3993,0.2
3994,0
3995,0.5
3996,0
3997,0
3998,0
3999,0
4000,0
4001,1.6
4002,0
4003,0
4004,0
4005,0.222222222
4006,0
4007,0
4008,0
4009,0
4010,0.166666667
4011,0
4012,0
4013,2
4014,1
4015,0.666666667
4016,0
4017,0
4018,0.111111111
4019,0
4020,
4021,0
4022,
4023,0.157894737
4024,0.833333333
4025,0.1
4026,1
4027,0.117647059
4028,0.166666667
4029,0
4030,0
4031,
4032,0.04
4033,0
4034,2
4035,1
4036,0
4037,
4038,0
4039,0.25
4040,
4041,inf
4042,0
4043,
4044,0.315789474
4045,0.333333333
4046,0.285714286
4047,2
4048,0
4049,0.5
4050,0
4051,0
4052,0
4053,0
4054,
4055,0
4056,0
4057,1
4058,0.75
4059,0
4060,0
4061,0
4062,0
4063,inf
4064,0
4065,0.2
4066,0
4067,0
4068,0
4069,0
4070,0
4071,0
4072,0.076923077
4073,0
4074,0
4075,1.272727273
4076,3.5
4077,0
4078,0.041666667
4079,0
4080,0.142857143
4081,0.12
4082,0
4083,0
4084,1.666666667
4085,0
4086,0
4087,0
4088,0
4089,0
4090,3
4091,0
4092,0.076923077
4093,
4094,0.333333333
4095,0.034090909
4096,0
4097,0
4098,3.333333333
4099,0
4100,0
4101,0.8
4102,0.047619048
4103,0
4104,0
4105,0
4106,0.333333333
4107,0.75
4108,0
4109,0
4110,0
4111,0.1
4112,0
4113,6
4114,0.333333333
4115,0
4116,1.666666667
4117,0
4118,
4119,0
4120,0.133333333
4121,0.055555556
4122,1.428571429
4123,0
4124,0.05
4125,0
4126,0.222222222
4127,0
4128,0.84
4129,0.666666667
4130,0.090909091
4131,0.2
4132,3.333333333
4133,1
4134,0
4135,0
4136,0
4137,0.333333333
4138,0
4139,1.625
4140,0.1
4141,inf
4142,0
4143,0.185185185
4144,0.076923077
4145,0
4146,0
4147,0.285714286
4148,0
4149,
4150,0.1
4151,0
4152,0
4153,0.333333333
4154,0.333333333
4155,0
4156,0
4157,0
4158,0
4159,0
4160,0
4161,
4162,0.166666667
4163,2
4164,0
4165,0.4
4166,0.2
4167,0.166666667
4168,0.076923077
4169,0.666666667
4170,0
4171,0
4172,0
4173,0
4174,0
4175,0
4176,0
4177,2
4178,11
4179,0.023255814
4180,1.25
4181,0
4182,0
4183,0
4184,3
4185,0
4186,
4187,0.5
4188,1
4189,0
4190,0
4191,0
4192,1
4193,2.4
4194,1.142857143
4195,0.222222222
4196,0
4197,0
4198,0
4199,0.111111111
4200,0
4201,0
4202,0
4203,2.2
4204,
4205,0
4206,0.111111111
4207,0
4208,0
4209,0.111111111
4210,0
4211,0
4212,0
4213,0
4214,0
4215,0
4216,
4217,inf
4218,inf
4219,0
4220,0.5
4221,0
4222,0
4223,
4224,0.857142857
4225,0
4226,0
4227,0
4228,0
4229,0
4230,0.111111111
4231,0
4232,1.6
4233,0
4234,0
4235,0.285714286
4236,0
4237,
4238,0.125
4239,0
4240,0
4241,0
4242,
4243,0
4244,0
4245,0.193548387
4246,0.117647059
4247,0
4248,1.333333333
4249,0
4250,0
4251,0
4252,
4253,0
4254,0.5
4255,0
4256,0
4257,0
4258,0
4259,0
4260,2
4261,
4262,0
4263,0
4264,0.076923077
4265,0
4266,0.25
4267,
4268,0
4269,0
4270,0.464285714
4271,0.2
4272,0.5
4273,0.071428571
4274,0.307692308
4275,0.066666667
4276,0
4277,0
4278,0
4279,0
4280,0
4281,0
4282,0
4283,0.5
4284,0
4285,0.025423729
4286,0
4287,1.333333333
4288,0
4289,1.333333333
4290,0
4291,0
4292,0
4293,1
4294,0
4295,0
4296,0
4297,0.2
4298,0
4299,inf
4300,0.035714286
4301,
4302,0
4303,0.285714286
4304,0.454545455
4305,0
4306,0
4307,0
4308,6.5
4309,0
4310,3
4311,0
4312,0
4313,0.047619048
4314,0
4315,0
4316,0
4317,0
4318,0
4319,0
4320,0
4321,0
4322,0
4323,0
4324,0
4325,0.04
4326,0.166666667
4327,0
4328,0.041666667
4329,0.090909091
4330,0
4331,0.125
4332,
4333,0
4334,0
4335,0
4336,0
4337,0
4338,0
4339,0
4340,0.375
4341,0.2
4342,
4343,0
4344,0.0625
4345,0
4346,1
4347,0.25
4348,
4349,
4350,0
4351,2
4352,1.666666667
4353,0
4354,0
4355,0.25
4356,0.166666667
4357,0
4358,0
4359,0
4360,1
4361,0
4362,0.029411765
4363,0
4364,
4365,0
4366,0
4367,0
4368,1
4369,1
4370,0
4371,0
4372,2
4373,2
4374,0
4375,0.25
4376,0
4377,0
4378,
4379,3.333333333
4380,0
4381,0.5
4382,
4383,0.153846154
4384,0
4385,0.090909091
4386,0
4387,0.04
4388,
4389,0
4390,0.235294118
4391,0
4392,0
4393,0
4394,0
4395,0.333333333
4396,0
4397,0
4398,0.25
4399,0
4400,0
4401,inf
4402,0
4403,
4404,0
4405,0.833333333
4406,0.076923077
4407,0.666666667
4408,0
4409,3
4410,0
4411,0
4412,3.5
4413,0.833333333
4414,
4415,0
4416,2
4417,0
4418,1.5
4419,0.1
4420,0
4421,0
4422,7
4423,0
4424,0
4425,0
4426,0.25
4427,0
4428,inf
4429,0
4430,0
4431,1.5
4432,0
4433,0
4434,0
4435,0.117647059
4436,5
4437,0
4438,0.2
4439,0
4440,0
4441,0.1
4442,0
4443,0
4444,0
4445,0
4446,3
4447,0
4448,0
4449,0
4450,0
4451,0
4452,0
4453,
4454,1.333333333
4455,0.8
4456,
4457,0.086956522
4458,0.8
4459,0
4460,0.034482759
4461,0
4462,0
4463,
4464,0
4465,0
4466,2
4467,0
4468,0
4469,0
4470,0
4471,0
4472,2.5
4473,
4474,0
4475,0
4476,0
4477,0.1
4478,0.2
4479,0
4480,0
4481,0
4482,
4483,
4484,0.333333333
4485,0
4486,0
4487,
4488,0
4489,0
4490,0.666666667
4491,0
4492,0
4493,0
4494,0
4495,1
4496,0
4497,5
4498,0.125
4499,0.029411765
4500,0
4501,0.137931034
4502,0
4503,0
4504,0
4505,0
4506,0.777777778
4507,0
4508,0.095238095
4509,0.6
4510,0.181818182
4511,0
4512,inf
4513,0
4514,0
4515,0.363636364
4516,0
4517,
4518,0.047619048
4519,0
4520,4
4521,0
4522,0
4523,0.909090909
4524,0
4525,0
4526,0
4527,0.25
4528,0
4529,1.333333333
4530,2
4531,0
4532,0
4533,0
4534,0.142857143
4535,0
4536,0
4537,0
4538,0
4539,0
4540,0
4541,0.2
4542,0
4543,0
4544,
4545,1.8
4546,0
4547,1.333333333
4548,0
4549,0
4550,0.133333333
4551,1.6
4552,
4553,0.444444444
4554,0
4555,inf
4556,1.2
4557,inf
4558,0.260869565
4559,0
4560,0
4561,
4562,0
4563,0
4564,2
4565,0
4566,0
4567,0
4568,
4569,0
4570,0
4571,2
4572,0
4573,0.055555556
4574,1.25
4575,
4576,0
4577,0
4578,0
4579,3.5
4580,0.5
4581,
4582,2
4583,0.5
4584,0
4585,0
4586,0.25
4587,0
4588,0
4589,
4590,0
4591,1
4592,0.333333333
4593,0.166666667
4594,0.444444444
4595,2.5
4596,0
4597,2.5
4598,0
4599,0
4600,1.375
4601,0
4602,0.4
4603,0.2
4604,0.4
4605,0.222222222
4606,0
4607,0
4608,0.235294118
4609,0
4610,0.384615385
4611,0
4612,0
4613,0
4614,0
4615,
4616,0.666666667
4617,1.2
4618,inf
4619,0
4620,1
4621,0.333333333
4622,0.1
4623,0.272727273
4624,3
4625,0
4626,0
4627,0
4628,0
4629,0
4630,inf
4631,0.043478261
4632,0
4633,0
4634,
4635,0
4636,inf
4637,0.04
4638,
4639,0
4640,1.75
4641,0
4642,0.1
4643,0
4644,0
4645,0
4646,1.2
4647,0.166666667
4648,1
4649,0
4650,0
4651,0
4652,1
4653,0
4654,0
4655,0.285714286
4656,0
4657,0.666666667
4658,0
4659,0
4660,0.571428571
4661,0
4662,0.3
4663,0
4664,0
4665,1
4666,3.5
4667,0.055555556
4668,3
4669,0.25
4670,
4671,0
4672,0
4673,1
4674,
4675,0
4676,13.5
4677,
4678,0
4679,0
4680,1
4681,0
4682,0.066666667
4683,0.6
4684,0
4685,0.125
4686,
4687,1
4688,0
4689,0
4690,0
4691,0
4692,0
4693,0
4694,0
4695,0
4696,0
4697,1.125
4698,0
4699,0
4700,0.5
4701,3
4702,0
4703,0
4704,0
4705,0
4706,0
4707,0
4708,0
4709,0
4710,0.25
4711,1.75
4712,0
4713,0
4714,0
4715,0
4716,0
4717,0
4718,0.166666667
4719,0
4720,inf
4721,0
4722,0
4723,0
4724,1.25
4725,0
4726,0.636363636
4727,0
4728,
4729,0.666666667
4730,0
4731,0
4732,0.076923077
4733,0.2
4734,0
4735,0
4736,5.5
4737,0.5
4738,0.076923077
4739,0
4740,0
4741,
4742,0
4743,1.888888889
4744,0
4745,0
4746,0
4747,3.8
4748,0.5
4749,0
4750,0
4751,inf
4752,0
4753,0
4754,0
4755,2
4756,0
4757,1.142857143
4758,0
4759,2.5
4760,0.071428571
4761,0
4762,0
4763,1
4764,0
4765,0.111111111
4766,0.047619048
4767,0
4768,0
4769,0
4770,0
4771,0.095238095
4772,
4773,0
4774,1
4775,0
4776,0.111111111
4777,0.285714286
4778,0
4779,0
4780,0
4781,0
4782,1.2
4783,0
4784,0
4785,0
4786,0
4787,2
4788,0
4789,1.333333333
4790,
4791,0.666666667
4792,0
4793,0
4794,0
4795,0
4796,12.5
4797,1.166666667
4798,0
4799,0.5
4800,0
4801,0
4802,0
4803,0
4804,0
4805,0
4806,0
4807,0
4808,0.307692308
4809,
4810,0
4811,0
4812,0
4813,0
4814,
4815,0
4816,0
4817,0.25
4818,
4819,0
4820,0
4821,0
4822,0.75
4823,0
4824,0
4825,0.307692308
4826,0
4827,0
4828,0
4829,0.111111111
4830,0
4831,0.444444444
4832,0
4833,0
4834,0
4835,1
4836,0
4837,0.4
4838,0
4839,0
4840,0
4841,0
4842,2
4843,0
4844,0
4845,0
4846,0.166666667
4847,
4848,0
4849,0
4850,0
4851,
4852,0
4853,0
4854,0
4855,0
4856,0
4857,0
4858,0
4859,0
4860,0
4861,2.333333333
4862,
4863,0
4864,0
4865,
4866,0
4867,0
4868,0.25
4869,inf
4870,0
4871,inf
4872,1.333333333
4873,0
4874,0
4875,1.5
4876,inf
4877,0
4878,0
4879,0.333333333
4880,2
4881,0
4882,
4883,0.571428571
4884,0
4885,0
4886,inf
4887,1
4888,0
4889,0
4890,0
4891,1.153846154
4892,0
4893,0
4894,0.5
4895,0
4896,inf
4897,0
4898,
4899,0
4900,
4901,1.5
4902,0
4903,0
4904,inf
4905,
4906,0.4
4907,1.333333333
4908,1
4909,0.970588235
4910,0
4911,0
4912,0.125
4913,0
4914,0
4915,1.6
4916,0
4917,inf
4918,0
4919,0
4920,0
4921,0
4922,0
4923,0.5
4924,0
4925,0.083333333
4926,0
4927,inf
4928,0.076923077
4929,0.222222222
4930,0.5
4931,0.142857143
4932,2
4933,0
4934,0
4935,0
4936,0
4937,5
4938,0
4939,0
4940,0
4941,
4942,0
4943,inf
4944,0
4945,0.5
4946,1
4947,0
4948,0
4949,0
4950,0
4951,0
4952,0
4953,0
4954,1.75
4955,0.052631579
4956,2.5
4957,0
4958,0
4959,0
4960,0
4961,
4962,
4963,2.111111111
4964,0
4965,0.6
4966,
4967,0
4968,0
4969,3.666666667
4970,inf
4971,
4972,0.5625
4973,0
4974,0
4975,0
4976,
4977,6
4978,0
4979,0
4980,0.2
4981,0.090909091
4982,0
4983,
4984,0.5
4985,0.2
4986,0
4987,
